#family	modules	lines	bytes	sample_module	check_heads(auto)	mechanisms(textual counts)	top_external_imports
GeneralCK.Certificates.Generated.DoubleCapLowMiddleAggregation.*	9	1025	79622	GeneralCK.Certificates.Generated.DoubleCapLowMiddleAggregation.All			GeneralCK.Certificates.Generated.DoubleCapLowMiddle.Cell0000:1;GeneralCK.Certificates.Generated.DoubleCapLowMiddle.Cell0001:1;GeneralCK.Certificates.Generated.DoubleCapLowMiddle.Cell0002:1;GeneralCK.Certificates.Generated.DoubleCapLowMiddle.Cell0003:1;GeneralCK.Certificates.Generated.DoubleCapLowMiddle.Cell0004:1
CKLaneC2R.*	8	13133	870244	CKLaneC2R.CompactAll	allCheck:11;pointOk:3;pointOkT:3;memQ:2	decide:51;decide +kernel:2;norm_num:14;rfl:8	CKLaneC2R.CompactCover.S00:1;CKLaneC2R.CompactCover.S01:1;CKLaneC2R.CompactCover.S02:1;CKLaneC2R.CompactCover.S03:1;CKLaneC2R.CompactCover.S04:1
CKLaneN4.L4.*	8	6741	928826	CKLaneN4.L4.S00		decide +kernel:8	CKLaneN4.OLeafKernel:8
CKRoute.*	8	745	33875	CKRoute.Bindings		norm_num:1;rfl:1	CKLaneD.Structural:1;CKLaneN23.OpBoundaryStrip:1;CKLaneG3.OUnion.U_none:1;CKLaneN4.OLeaves:1;CKLaneM09.Leaves:1
GeneralCK.Certificates.MixedLeaves#*	7	980	55367	GeneralCK.Certificates.MixedLeaves00		norm_num:840	GeneralCK.Certificates.MixedLogs:7
GeneralCK.Certificates.MixedLogs#*	7	2791	136683	GeneralCK.Certificates.MixedLogs00		norm_num:1060	GeneralCK.Certificates.MixedBounds:7
GeneralCK.PsiSameRatioTail#*	7	1101	46216	GeneralCK.PsiSameRatioTail14Entropy425		decide:1;norm_num:102	GeneralCK.Certificates.SmallMeanLeaves:1;GeneralCK.LowInformationMeans:1;GeneralCK.PsiSmallDistanceLowEntropy:1;GeneralCK.PsiSameRatioTail:1;GeneralCK.PsiNormalizedLowEntropy:1
CKLaneC2R.CompactCover.S#*	6	20609	1231303	CKLaneC2R.CompactCover.S00			CKLaneC2R.Cells.S00.B000:1;CKLaneC2R.Cells.S00.B001:1;CKLaneC2R.Cells.S00.B002:1;CKLaneC2R.Cells.S00.B003:1;CKLaneC2R.Cells.S00.B004:1
CKLaneM05.Fleet.S#*	6	981	45535	CKLaneM05.Fleet.S000	check:69	decide +kernel:69	CKLaneM05.Checker:6
CKLaneN1c.NMShard.S#*	6	638	53506	CKLaneN1c.NMShard.S00		decide +kernel:6	CKLaneN1c.Normalized:6;CKLaneG1.OppTransition:6
GeneralCK.Certificates.Jet#*	5	569	25132	GeneralCK.Certificates.Jet2		norm_num:1	Mathlib.Analysis.SpecialFunctions.Log.Deriv:2;Mathlib.Analysis.Calculus.Deriv.Inv:2;Mathlib.Tactic.FieldSimp:2;Mathlib.Tactic.Ring:1;GeneralCK.Certificates.ReflectionBounds:1
CKLaneA2.SlotDiagonal#*	4	572	29862	CKLaneA2.SlotDiagonal3		decide +kernel:109	GeneralCK.CorrectionComplementCharts:4;CKLaneA2.Diag3.M00:1;CKLaneA2.Diag3.M01:1;CKLaneA2.Diag3.M02:1;CKLaneA2.Diag3.M03:1
CKLaneG3.S.ChunkG.G_#*	4	542	675825	CKLaneG3.S.ChunkG.G_50202020315			CKLaneD.ArchTree:4
CKLaneM07.CE.R3Cells.K13.S#*	4	84	62698	CKLaneM07.CE.R3Cells.K13.S0000		decide +kernel:4	CKLaneM07.CE.R3Glue2:4
GeneralCK.PsiOuterEntropy#*	4	596	27634	GeneralCK.PsiOuterEntropy200		norm_num:69	GeneralCK.PsiParentContactEnvelope:1;GeneralCK.PsiParentPolynomialBounds:1;GeneralCK.PsiOuterEntropyExtension:1;GeneralCK.PsiThreeTenthsParentClosure:1;GeneralCK.PsiParentPolynomialBounds37:1
GeneralCK.PsiSameSideTail#*	4	184	7740	GeneralCK.PsiSameSideTail14ExtendedRegionClosure			GeneralCK.PsiSameRatioTail14Extended:1;GeneralCK.PsiAffineChildCertificate:1;GeneralCK.PsiSameRatioTail15:1;GeneralCK.PsiExtendedRegionClosure:1;GeneralCK.PsiSameRatioTail16:1
CKLaneA4.D#*	3	144	14126	CKLaneA4.D2Base	cellOK:1;treeOK:1	decide +kernel:1	CKLaneA.Cell:1;CKLaneA4.D2.C00:1;CKLaneA4.D2.C01:1;CKLaneA4.D2.C02:1;CKLaneA4.D2.C03:1
CKLaneM07.CE.R3Cells.K12.S#*	3	63	38422	CKLaneM07.CE.R3Cells.K12.S0000		decide +kernel:3	CKLaneM07.CE.R3Glue2:3
CKLaneG3.M11.L#*	2	52	3012	CKLaneG3.M11.L1_024125		decide +kernel:4	CKLaneG3.Families:2;CKLaneM11.Fleet.S0007:2;CKLaneM11.Fleet.S0000:1;CKLaneM11.Fleet.S0001:1;CKLaneM11.Fleet.S0002:1
CKLaneM07.CE.R3Cells.K11.S#*	2	42	24708	CKLaneM07.CE.R3Cells.K11.S0000		decide +kernel:2	CKLaneM07.CE.R3Glue2:2
GeneralCK.Certificates.DyadicJet#*	2	267	11652	GeneralCK.Certificates.DyadicJet5Bounds			GeneralCK.Certificates.Jet5:1;GeneralCK.Certificates.DyadicExpBounds:1;GeneralCK.Certificates.Jet5ReciprocalLog:1
GeneralCK.PsiFullBiasTail#*	2	108	4930	GeneralCK.PsiFullBiasTail8CurrentOwners			GeneralCK.PsiCentralFullBiasWedges:1;GeneralCK.PsiSameSideTail8SmallMeanRegionClosure:1;GeneralCK.PsiExtendedRegionClosure:1;GeneralCK.FinalAssemblyAfterDiagnosticHybrid:1
GeneralCK.PsiThreeTenthsCentralTail#*	2	91	3282	GeneralCK.PsiThreeTenthsCentralTail37			GeneralCK.PsiOuterEntropy37:1;GeneralCK.PsiThreeTenthsBiasClosure:1;GeneralCK.PsiOuterEntropy200:1
GeneralCK.PureGapD#*	2	192	11903	GeneralCK.PureGapD0AxisPolynomial		norm_num:9	GeneralCK.Certificates.E8OriginMixedKTransfer:1;GeneralCK.Certificates.E8OriginSourceAffineReplay:1;GeneralCK.PureGapHalfMeanAnalytic:1;GeneralCK.Certificates.E8AdaptiveOriginOwnerBridge:1
GeneralCK.PureGapZeroCapLeftUpperHalfCollarC#*	2	167	6987	GeneralCK.PureGapZeroCapLeftUpperHalfCollarC600Actual		norm_num:2	GeneralCK.PureGapZeroCapLeftUpperHalfCollarLogJets:1;GeneralCK.PureGapZeroCapLeftUpperHalfCollarMiddleEta:1;GeneralCK.PureGapZeroCapLeftUpperHalfCollarRadialJet:1;GeneralCK.PureGapZeroCapLeftUpperHalfCollarQuartic:1
GeneralCK.ReflectionSmallBiasDifferenceJetChecks#*	2	326	14432	GeneralCK.ReflectionSmallBiasDifferenceJetChecks1	equalityCheck:96;fineBound:4	decide +kernel:100	GeneralCK.ReflectionSmallBiasDifferenceJetData:2
CKLaneA.Cell	1	283	13968	CKLaneA.Cell	taylorOK:1;cellOK:1;treeOK:1	decide:19;decide +kernel:3;norm_num:1;rfl:2	CKLaneA.Semantics:1
CKLaneA.LogKap	1	378	17843	CKLaneA.LogKap	logIvOK:2;ebaOK:1;kapOK:1	decide:9;norm_num:9;rfl:2	CKLaneA.PsiEnc:1;GeneralCK.Certificates.ReflectionBounds:1;GeneralCK.ReflectionContactInverse:1;GeneralCK.ReflectionRegularContact:1
CKLaneA.Machine	1	217	9068	CKLaneA.Machine		rfl:1	CKLaneA.LogKap:1;GeneralCK.Certificates.BivariateJetProgramTaylor:1
CKLaneA.Prog	1	460	14740	CKLaneA.Prog		rfl:4	CKLaneA.Machine:1
CKLaneA.Psi	1	296	14345	CKLaneA.Psi		rfl:1	Mathlib.Analysis.SpecialFunctions.Log.Deriv:1;Mathlib.Analysis.SpecialFunctions.Log.Basic:1;Mathlib.Analysis.Calculus.SmoothSeries:1;Mathlib.Analysis.SpecificLimits.Normed:1;Mathlib.Analysis.SpecialFunctions.Pow.Real:1
CKLaneA.PsiEnc	1	349	15248	CKLaneA.PsiEnc	psiOK:3;psiOKA:2	decide:4	CKLaneA.Psi:1;GeneralCK.Certificates.DyadicBivariateJetBounds:1
CKLaneA.Semantics	1	256	11169	CKLaneA.Semantics		norm_num:6;rfl:1	CKLaneA.Prog:1;GeneralCK.CorrectionHighUNearCornerDetGapFactor:1;GeneralCK.CorrectionHighUNearCornerRegularContact:1
CKLaneA2.Join	1	28	1027	CKLaneA2.Join	treeOK:6;decide:2	decide:4;decide +kernel:2	CKLaneA.Cell:1
CKLaneA5.Bands	1	30	1438	CKLaneA5.Bands			GeneralCK.Certificates.RB1Band1.Coverage:1;GeneralCK.LaneRB2OwnerActual:1;GeneralCK.CorrectionComplementCharts:1
CKLaneA5.ChartOwnersAsm	1	60	2068	CKLaneA5.ChartOwnersAsm			GeneralCK.CorrectionComplementCharts:1;CKLaneA1.BSFinal:1;CKLaneA1.FEFinal:1;CKLaneA5.SlotDiagonal1:1;CKLaneA4.D2Slot:1
CKLaneA5.Correction	1	33	1341	CKLaneA5.Correction			CKLaneA5.ChartOwnersAsm:1;CKLaneA5.Bands:1
CKLaneA5.Join	1	29	1122	CKLaneA5.Join	treeOK:6;decide:2	decide:4;decide +kernel:2	CKLaneA.Cell:1
CKLaneA5.SlotDiagonal#*	1	112	5545	CKLaneA5.SlotDiagonal1		decide +kernel:19	CKLaneA5.Diag1.M00:1;CKLaneA5.Diag1.M01:1;CKLaneA5.Diag1.M02:1;CKLaneA5.Diag1.M03:1;CKLaneA5.Diag1.M04:1
CKLaneC.RSEnc.Residual	1	93	4065	CKLaneC.RSEnc.Residual		norm_num:4	GeneralCK.RadialDerivatives:1;GeneralCK.EtaMonotone:1;GeneralCK.ProfileBasics:1
CKLaneC.RSTail.Bridge	1	15	698	CKLaneC.RSTail.Bridge			CKLaneC.RSTail.Region:1;CKLaneR2.Cell.Defs:1
CKLaneC.RSTail.Region	1	82	3930	CKLaneC.RSTail.Region			CKLaneC.RSCell.Union:1;CKLaneC.RSCell.Defs:1
CKLaneC.S3.SlopeChain	1	176	7279	CKLaneC.S3.SlopeChain			CKLaneC.S3.TaylorForm:1
CKLaneC.S3.SlopeTable	1	317	14769	CKLaneC.S3.SlopeTable	w.check:5;logBoxCheck:1;denomsB:1;expBoxCheck:1	decide:19;decide +kernel:1	CKLaneC.S3.TaylorChain:1;GeneralCK.Certificates.E8TAxisFirstCellInverseCoverage:1;GeneralCK.Certificates.E8CompactAnchorInterval:1;GeneralCK.Certificates.E8CompactAnchorTaylor3:1
CKLaneC.S3.TaylorChain	1	298	14445	CKLaneC.S3.TaylorChain		norm_num:5	GeneralCK.Certificates.E8TAxisDeltaDirectionalJet:1
CKLaneC.S3.TaylorForm	1	272	14046	CKLaneC.S3.TaylorForm		rfl:6	CKLaneC.S3.SlopeTable:1
CKLaneC.SAxis.Cell	1	470	21849	CKLaneC.SAxis.Cell	replayAny:1;w.check:1	decide:14;decide +kernel:2;rfl:2	CKLaneC.SAxis.RayS:1;CKLaneC.S3.SlopeChain:1;GeneralCK.Certificates.E8TAxisRegularUnconditionalSource:1;GeneralCK.AgyE8SlopeRangeFull:1
CKLaneC.SAxis.Final	1	74	50247	CKLaneC.SAxis.Final	tree.check:1	decide +kernel:1	CKLaneC.SAxis.Data.Cells00:1;CKLaneC.SAxis.Data.Cells01:1;CKLaneC.SAxis.Data.Cells02:1;CKLaneC.SAxis.Data.Cells03:1;CKLaneC.SAxis.Data.Cells04:1
CKLaneC.SAxis.MixedS	1	383	24907	CKLaneC.SAxis.MixedS			GeneralCK.Certificates.DyadicJet5Bounds:1
CKLaneC.SAxis.RayS	1	412	19268	CKLaneC.SAxis.RayS		norm_num:3	CKLaneC.SAxis.MixedS:1;GeneralCK.Certificates.E8TAxisDeltaDirectionalJet:1;GeneralCK.PureGapE8SecondSJet:1
CKLaneC.TM3.Core	1	895	42224	CKLaneC.TM3.Core	wfC:5;wfP:5;T.ok:4;rows:1	decide:2;rfl:51	GeneralCK.RadialDerivatives:1;Mathlib.Analysis.SpecialFunctions.Log.Deriv:1
CKLaneC.TM3.Fun	1	461	24802	CKLaneC.TM3.Fun	w.ok:2;Sm.ok:1	decide:6;norm_num:5;rfl:7	CKLaneC.TM3.Scalar:1
CKLaneC.TM3.Scalar	1	379	19842	CKLaneC.TM3.Scalar		norm_num:10;rfl:9	CKLaneC.TM3.Core:1
CKLaneG3.M04.L#*	1	31	2252	CKLaneG3.M04.L1_0250241		decide +kernel:3	CKLaneG3.Families:1;CKLaneM04.Leaf.L02502412412512503:1;CKLaneM04.Leaf.L02502512402512513:1;CKLaneM04.Leaf.L02502512412402403:1;CKLaneM04.Leaf.L02502512502412413:1
CKLaneG3.M04.Top	1	113	5831	CKLaneG3.M04.Top		decide +kernel:16	CKLaneG3.Families:1;CKLaneD.OCompact:1;CKLaneG3.M04.L1_0250241:1
CKLaneG3.M11.Top	1	130	6654	CKLaneG3.M11.Top		decide +kernel:19	CKLaneG3.Families:1;CKLaneD.OCompact:1;CKLaneG3.M11.L1_024125:1;CKLaneG3.M11.L1_1:1
CKLaneG3.OUnion.U_none	1	42	2618	CKLaneG3.OUnion.U_none		decide:1;decide +kernel:1;rfl:13	CKLaneG3.Families:1;CKLaneD.OCompact:1
CKLaneM03.Canary	1	74	3109	CKLaneM03.Canary	epLeaf:2	decide +kernel:6	CKLaneM03.Kernel:1
CKLaneM03.G#*	1	53	1929	CKLaneM03.G3Bridge		rfl:8	CKLaneM03.Canary:1;CKLaneG3.SCover:1
CKLaneM03.Kernel	1	567	28352	CKLaneM03.Kernel	epCheck:2;ptOk:1;epLeaf:1	decide:8;norm_num:2;rfl:2	GeneralCK.RadialConcavity:1;GeneralCK.RadialContact:1;GeneralCK.PsiEndpointPlaneSymmetric:1;GeneralCK.BellmanAssembly:1;GeneralCK.DeterministicCap:1
CKLaneM03.Split	1	79	2916	CKLaneM03.Split		rfl:1	CKLaneM03.Kernel:1
CKLaneM04.Checker	1	447	23936	CKLaneM04.Checker	checkLeaf:2;check:1	decide:10;norm_num:1	CKLaneD.FleetBase:1;GeneralCK.PsiLogSumOwner:1
CKLaneM05.Checker	1	485	24556	CKLaneM05.Checker	ptOk:6;boxOk:1;ptsOk:1;checkBox:1	decide:2;norm_num:3;rfl:3	CKLaneE.FastPoint:1;CKLaneD.FleetBase:1;GeneralCK.PureGapCapZeroReduction:1;GeneralCK.RadialContact:1;Mathlib.Analysis.SpecialFunctions.Log.Base:1
CKLaneM05.Leaves	1	614	41925	CKLaneM05.Leaves		decide:22;decide +kernel:4;rfl:44	CKLaneM05.Split:1;CKLaneM05.SAdapter:1;CKLaneM05.Fleet.S000:1;CKLaneM05.Fleet.S001:1;CKLaneM05.Fleet.S002:1
CKLaneM05.SAdapter	1	51	2102	CKLaneM05.SAdapter		rfl:3	CKLaneM05.Checker:1;CKLaneG3.SCover:1
CKLaneM05.Split	1	76	3639	CKLaneM05.Split		rfl:4	CKLaneM05.Checker:1
CKLaneM07.Analytic	1	316	15304	CKLaneM07.Analytic		rfl:1	CKLaneE.FastPoint:1;CKLaneE.EntropyDropSharp:1;CKLaneE.NLSChecker:1;GeneralCK.PsiLogSumOwner:1;GeneralCK.PureGapCapZeroReduction:1
CKLaneM07.CE.R3Cells.K10.S#*	1	21	16449	CKLaneM07.CE.R3Cells.K10.S0000		decide +kernel:1	CKLaneM07.CE.R3Glue2:1
CKLaneM07.CE.R3Cells.K17.S#*	1	21	4651	CKLaneM07.CE.R3Cells.K17.S0000		decide +kernel:1	CKLaneN1.R3Leaf:1
CKLaneM07.CE.R3Cells.K7.S#*	1	21	2349	CKLaneM07.CE.R3Cells.K7.S0000		decide +kernel:1	CKLaneM07.CE.R3Glue2:1
CKLaneM07.CE.R3Cells.K8.S#*	1	21	8688	CKLaneM07.CE.R3Cells.K8.S0000		decide +kernel:1	CKLaneM07.CE.R3Glue2:1
CKLaneM07.CE.R3Cells.K9.S#*	1	21	12052	CKLaneM07.CE.R3Cells.K9.S0000		decide +kernel:1	CKLaneM07.CE.R3Glue2:1
CKLaneM07.Checker	1	688	36720	CKLaneM07.Checker	ptOk:12;zrOk:2;check:2;pow2LowerOK:1	decide:8;norm_num:7;rfl:2	CKLaneM07.Analytic:1;CKLaneM07.KappaLogSum:1
CKLaneM07.G#*	1	60	2315	CKLaneM07.G3Adapter	checkLeaf:1	rfl:8	CKLaneM07.Checker:1;CKLaneG3.SCover:1
CKLaneM07.KappaLogSum	1	333	16051	CKLaneM07.KappaLogSum		rfl:1	GeneralCK.PsiLogSumOwner:1;GeneralCK.LogSum:1
CKLaneM07.Leaves	1	81	5291	CKLaneM07.Leaves		decide +kernel:1;rfl:1	CKLaneM07.FleetT.T0000:1;CKLaneM07.FleetT.T0001:1;CKLaneM07.FleetT.T0002:1;CKLaneM07.FleetT.T0003:1;CKLaneM07.FleetT.T0004:1
CKLaneM08.Adapter	1	42	1413	CKLaneM08.Adapter		rfl:2	CKLaneM08.Checker:1;CKLaneG3.SCover:1
CKLaneM08.Checker	1	633	32200	CKLaneM08.Checker	aOk:2;gOk:2;Leaf.check:2;Cert:1	decide:4;norm_num:2;rfl:4	CKLaneM08.Ratios:1;CKLaneD.FleetBase:1
CKLaneM08.Ratios	1	314	13601	CKLaneM08.Ratios		norm_num:15	CKLaneE.CertLS:1
CKLaneM09.CapCore	1	200	9630	CKLaneM09.CapCore		norm_num:1	CKLaneD.FleetBase:1;CKLaneE.FastPoint:1;GeneralCK.PsiEndpointPlaneGlobal:1;GeneralCK.DeterministicCap:1
CKLaneM09.Checker	1	451	24481	CKLaneM09.Checker	FP.ptOk:13;capCheck:3;boxOk:1;decide:1	decide:8;norm_num:1	CKLaneM09.CapCore:1
CKLaneM09.Leaves	1	188	6620	CKLaneM09.Leaves		decide +kernel:2;rfl:2	CKLaneM09.Fleet.S0000:1;CKLaneM09.Fleet.S0001:1;CKLaneM09.Fleet.S0002:1;CKLaneM09.Fleet.S0003:1;CKLaneM09.Fleet.S0004:1
CKLaneM1.MLChecker	1	669	33405	CKLaneM1.MLChecker	ptOk:2;cellCheck:1;RBox:1;checkBox:1	decide:4;norm_num:2;rfl:5	CKLaneM1.MLSupport:1;GeneralCK.PsiLogSumOwner:1;GeneralCK.ScalarGap:1
CKLaneM1.MLG#*	1	42	1602	CKLaneM1.MLG3	checkLeaf:1	rfl:3	CKLaneM1.MLChecker:1;CKLaneG3.SCover:1
CKLaneM1.MLPopulation	1	474	33607	CKLaneM1.MLPopulation		decide +kernel:1;rfl:1	CKLaneM1.MLRoute:1;CKLaneM1.MLG3:1;CKLaneM1.Pop.S0000:1;CKLaneM1.Pop.S0001:1;CKLaneM1.Pop.S0002:1
CKLaneM1.MLPopulationDfs	1	4312	502805	CKLaneM1.MLPopulationDfs		decide +kernel:853;rfl:1	CKLaneM1.MLPopulation:1
CKLaneM1.MLRoute	1	57	2180	CKLaneM1.MLRoute	checkLeaf:1		CKLaneM1.MLChecker:1
CKLaneM1.MLSupport	1	269	12202	CKLaneM1.MLSupport	cHok:3;pow2LowerOK:1;pow2UpperOK:1;ptOk:1	decide:8;norm_num:4	CKLaneE.FastPoint:1;GeneralCK.SmallMeanMeans:1;GeneralCK.LowInformationMeans:1
CKLaneM10.Analytic	1	171	7874	CKLaneM10.Analytic		norm_num:1;rfl:1	CKLaneD.FleetBase:1;GeneralCK.PsiFeasibleImbalance:1
CKLaneM10.Checker	1	488	26317	CKLaneM10.Checker	checkPt:3;checkFS:2;lowOK:1;hmOK:1	decide:7;rfl:5	CKLaneM10.Analytic:1
CKLaneM10.Leaf	1	95	4152	CKLaneM10.Leaf	checkLeafFS:4;checkFSTree:1;FSTree:1;only:1	decide:3	CKLaneM10.Checker:1
CKLaneM10.Leaves	1	218	9068	CKLaneM10.Leaves		decide +kernel:3;rfl:1	CKLaneD.ArchTree:1;CKLaneM10.Fleet.S0000:1;CKLaneM10.Fleet.S0001:1;CKLaneM10.Fleet.S0002:1;CKLaneM10.Fleet.S0003:1
CKLaneM11.Envelope	1	267	12859	CKLaneM11.Envelope	mOK:1;checkEnvCell:1;EnvCert:1;checkEnv:1	decide:8	CKLaneD.FleetBase:1
CKLaneM2.FleetAll	1	470	15022	CKLaneM2.FleetAll		decide +kernel:2;rfl:1	CKLaneM2.Fleet.S0000:1;CKLaneM2.Fleet.S0001:1;CKLaneM2.Fleet.S0002:1;CKLaneM2.Fleet.S0003:1;CKLaneM2.Fleet.S0004:1
CKLaneM2.Leaves	1	38	1528	CKLaneM2.Leaves		rfl:1	CKLaneM2.FleetAll:1;CKLaneD.OCompact:1
CKLaneM2.SLChecker	1	645	34002	CKLaneM2.SLChecker	checkPt:2;xcOKs:2;checkLeafSL:2;secOK:1	decide:16;norm_num:1;rfl:1	CKLaneM2.SLPlane:1
CKLaneM2.SLPlane	1	173	9330	CKLaneM2.SLPlane		rfl:5	CKLaneD.FleetBase:1;GeneralCK.LogSum:1;Mathlib.Analysis.SpecialFunctions.Trigonometric.DerivHyp:1
CKLaneR2.Cell.Defs	1	200	7195	CKLaneR2.Cell.Defs		decide:5	CKLaneR2.TM3.Fun:1
CKLaneR2.Cell.SoundBasic	1	149	7007	CKLaneR2.Cell.SoundBasic		decide:1;decide +kernel:1;norm_num:11;rfl:1	CKLaneR2.Cell.Defs:1;CKLaneR2.RSEnc.Residual:1;Mathlib.Analysis.Complex.ExponentialBounds:1
CKLaneR2.Cell.SoundContact	1	236	11518	CKLaneR2.Cell.SoundContact		norm_num:3;rfl:1	CKLaneR2.Cell.SoundImplicit:1;CKLaneN23.RSDefs:1
CKLaneR2.Cell.SoundImplicit	1	282	15735	CKLaneR2.Cell.SoundImplicit	checkImplicit:2;Ok:1	decide:8;norm_num:4;rfl:5	CKLaneR2.Cell.SoundBasic:1
CKLaneR2.RSEnc.Residual	1	93	4067	CKLaneR2.RSEnc.Residual		norm_num:4	GeneralCK.RadialDerivatives:1;GeneralCK.EtaMonotone:1;GeneralCK.ProfileBasics:1
CKLaneR2.TM3.Core	1	895	42226	CKLaneR2.TM3.Core	wfC:5;wfP:5;T.ok:4;rows:1	decide:2;rfl:51	GeneralCK.RadialDerivatives:1;Mathlib.Analysis.SpecialFunctions.Log.Deriv:1
CKLaneR2.TM3.Fun	1	461	24805	CKLaneR2.TM3.Fun	w.ok:2;Sm.ok:1	decide:6;norm_num:5;rfl:7	CKLaneR2.TM3.Scalar:1
CKLaneR2.TM3.Scalar	1	379	19845	CKLaneR2.TM3.Scalar		norm_num:10;rfl:9	CKLaneR2.TM3.Core:1
GeneralCK.AgyE#*	1	152	6830	GeneralCK.AgyE8SlopeRangeFull		norm_num:4	GeneralCK.Certificates.E8TAxisStableJet5:1;GeneralCK.PureGapE8RegularizedInverse:1;GeneralCK.PureGapE8CertificateReduction:1
GeneralCK.ArchiveRegionalBoundary	1	34	1396	GeneralCK.ArchiveRegionalBoundary			GeneralCK.ConditionalCK:1;GeneralCK.FiniteLaw:1
GeneralCK.BellmanAssembly	1	136	5623	GeneralCK.BellmanAssembly		norm_num:6	GeneralCK.FiniteLaw:1;GeneralCK.ProfileConvexity:1
GeneralCK.BellmanStatement	1	49	2094	GeneralCK.BellmanStatement			GeneralCK.Statement:1
GeneralCK.BellmanSymmetry	1	85	3865	GeneralCK.BellmanSymmetry		rfl:3	GeneralCK.BellmanAssembly:1
GeneralCK.CanonicalCKClosure	1	83	3933	GeneralCK.CanonicalCKClosure			GeneralCK.PhiBranchClosure:1;GeneralCK.PureGapFixedEntropyClosure:1
GeneralCK.Certificates.BivariateJet#*	1	185	9217	GeneralCK.Certificates.BivariateJet2			GeneralCK.Certificates.Jet2Composition:1;GeneralCK.Certificates.ReflectionTaylor:1
GeneralCK.Certificates.BivariateJetBounds	1	91	4762	GeneralCK.Certificates.BivariateJetBounds			GeneralCK.Certificates.BivariateJet2:1;GeneralCK.Certificates.Jet2Bounds:1
GeneralCK.Certificates.BivariateJetProgram	1	265	13514	GeneralCK.Certificates.BivariateJetProgram	check:4;op.check:3	decide:1;rfl:5	GeneralCK.Certificates.DyadicBivariateJetBounds:1
GeneralCK.Certificates.BivariateJetProgramTaylor	1	77	3645	GeneralCK.Certificates.BivariateJetProgramTaylor	check:2		GeneralCK.Certificates.BivariateJetProgram:1;GeneralCK.Certificates.BivariateJetTaylor:1;GeneralCK.Certificates.JetProgramTaylor:1
GeneralCK.Certificates.BivariateJetTaylor	1	67	2968	GeneralCK.Certificates.BivariateJetTaylor		rfl:1	GeneralCK.Certificates.BivariateJetBounds:1
GeneralCK.Certificates.BivariateProvedProgram	1	204	10793	GeneralCK.Certificates.BivariateProvedProgram		rfl:2	GeneralCK.Certificates.ProvedTranscendental:1;GeneralCK.Certificates.BivariateJetProgramTaylor:1
GeneralCK.Certificates.CorrectionFactorizedProgramKernel	1	332	11043	GeneralCK.Certificates.CorrectionFactorizedProgramKernel		norm_num:1;rfl:2	GeneralCK.Certificates.CorrectionProgramKernel:1
GeneralCK.Certificates.CorrectionHybridProgramKernel	1	96	3878	GeneralCK.Certificates.CorrectionHybridProgramKernel	arithmeticStepCheck:1;arithmeticCheck:1	decide:1	GeneralCK.Certificates.BivariateProvedProgram:1
GeneralCK.Certificates.CorrectionIntegerLogTableKernel	1	74	2478	GeneralCK.Certificates.CorrectionIntegerLogTableKernel	d.check:1;allCheck:1	norm_num:1	GeneralCK.Certificates.DyadicFastLog:1
GeneralCK.Certificates.CorrectionProgramKernel	1	380	12452	GeneralCK.Certificates.CorrectionProgramKernel		norm_num:1;rfl:3	GeneralCK.Certificates.BivariateProvedProgram:1;GeneralCK.CorrectionHessianNatural:1
GeneralCK.Certificates.DyadicBivariateJetBounds	1	214	12270	GeneralCK.Certificates.DyadicBivariateJetBounds	invCheck:2;logCheck:2;contactCheck:2;b.subsetCheck:1		GeneralCK.Certificates.BivariateJet2:1;GeneralCK.Certificates.BivariateJetBounds:1;GeneralCK.Certificates.DyadicLogBounds:1;GeneralCK.Certificates.DyadicContactBounds:1
GeneralCK.Certificates.DyadicContactBounds	1	138	7162	GeneralCK.Certificates.DyadicContactBounds	jetCheck:3;bracketCheck:2;endpointCheck:1	decide:3;norm_num:1	GeneralCK.Certificates.DyadicEntropyBounds:1;GeneralCK.Certificates.ReflectionContactBounds:1
GeneralCK.Certificates.DyadicEntropyBounds	1	81	3472	GeneralCK.Certificates.DyadicEntropyBounds	check:1;checkB:1		GeneralCK.Certificates.DyadicLogBounds:1
GeneralCK.Certificates.DyadicExpBounds	1	84	3989	GeneralCK.Certificates.DyadicExpBounds		decide:1	GeneralCK.Certificates.DyadicFastLog:1;Mathlib.Analysis.SpecialFunctions.Log.Basic:1
GeneralCK.Certificates.DyadicFastLog	1	65	3044	GeneralCK.Certificates.DyadicFastLog	check:1	decide:1;norm_num:2	GeneralCK.Certificates.DyadicLogSeries:1
GeneralCK.Certificates.DyadicInterval	1	179	8660	GeneralCK.Certificates.DyadicInterval	a.positiveCheck:2;a.subsetCheck:1;a.recipCheck:1;benchmarkValue.subsetCheck:1	decide:3	Mathlib.Data.Real.Basic:1;Mathlib.Data.Int.DivMod:1;Mathlib.Tactic.NormNum:1;Mathlib.Tactic.Linarith:1;Mathlib.Tactic.Ring:1
GeneralCK.Certificates.DyadicJetBounds	1	152	7543	GeneralCK.Certificates.DyadicJetBounds	b.subsetCheck:1;b.invCheck:1;b.taylorCheck:1	decide:1	GeneralCK.Certificates.DyadicInterval:1;GeneralCK.Certificates.Jet2Bounds:1
GeneralCK.Certificates.DyadicLogBounds	1	175	9141	GeneralCK.Certificates.DyadicLogBounds	check:3;checkEndpoint:2;checkJet:2;checkRational:1	decide:2;norm_num:8	GeneralCK.Certificates.DyadicJetBounds:1;GeneralCK.Certificates.LogBounds:1
